tanggal,text,likes,replies,quotes,retweets,searchQuery,timestamp,user_location,text_lower,stopwords,norm_content,stem_content,filtering
11/19/2023,"Its prabowo now ??

#PrabowoGemoy 
#PrabowoGibran2024 ?",98,75,11,37,#prabowogibran2024,2023-11-19T07:35:00.000Z,"Hokota-shi, Ibaraki","its prabowo now ??

#prabowogemoy 
#prabowogibran2024 ?",its prabowo now ?? #prabowogemoy #prabowogibran2024 ?,its prabowo sekarang ?? #prabowogemoy #prabowogibran2024 ?,its prabowo sekarang prabowogemoy prabowogibran2024,its prabowo sekarang prabowogemoy prabowogibran
11/22/2023,Akar rumput bergerak menuju masa depan gemilang bersama #PrabowoGibran2024 ??,3,1,0,1,#prabowogibran2024,2023-11-22T02:55:00.000Z,,akar rumput bergerak menuju masa depan gemilang bersama #prabowogibran2024 ??,akar rumput bergerak gemilang #prabowogibran2024 ??,akar rumput bergerak gemilang #prabowogibran2024 ??,akar rumput gerak gemilang prabowogibran2024,akar rumput gerak gemilang prabowogibran
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:50:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/16/2023,"Kerennya Pak Prabowo saat berdialog dan berdiskusi.
Adabnya keren, Metodologi diskusinya tertata, Keren Puolll!!!

#prabowo #prabowosubianto #PrabowoGibran #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo",122,37,11,84,#indonesiamaju,2023-11-16T06:43:00.000Z,"DKI Jakarta, Indonesia","kerennya pak prabowo saat berdialog dan berdiskusi.
adabnya keren, metodologi diskusinya tertata, keren puolll!!!

#prabowo #prabowosubianto #prabowogibran #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo","kerennya prabowo berdialog berdiskusi. adabnya keren, metodologi diskusinya tertata, keren puolll!!! #prabowo #prabowosubianto #prabowogibran #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo","kerennya prabowo berdialog berdiskusi. adabnya keren, metodologi diskusinya tertata, keren puolll!!! #prabowo #prabowosubianto #prabowogibran #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo",keren prabowo dialog diskus adab keren metodologi diskusi tata keren puolll prabowo prabowosubianto prabowogibran indonesiamaju bersamaindonesiamaju dekade08 mendingprabowo terusmajubersamaprabowo,keren prabowo dialog diskus adab keren metodologi diskusi tata keren puol prabowo prabowosubianto prabowogibran indonesiamaju bersamaindonesiamaju dekade mendingprabowo terusmajubersamaprabowo
11/22/2023,"Menteri Pertahanan RI Prabowo Subianto menerima penghargaan Darjah Utama Bakti Cemerlang (Tentera) yang merupakan penghargaan militer tertinggi dari  pemerintah Singapura pada Selasa (21/11/2023). < #Prabowo #PenghargaanMiliter #Singapura

 nasional.kompas.com/read/202",2,1,1,1,#prabowo,2023-11-22T04:40:00.000Z,Jakarta,"menteri pertahanan ri prabowo subianto menerima penghargaan darjah utama bakti cemerlang (tentera) yang merupakan penghargaan militer tertinggi dari  pemerintah singapura pada selasa (21/11/2023). < #prabowo #penghargaanmiliter #singapura

 nasional.kompas.com/read/202",menteri pertahanan ri prabowo subianto menerima penghargaan darjah utama bakti cemerlang (tentera) penghargaan militer tertinggi pemerintah singapura selasa (21/11/2023). < #prabowo #penghargaanmiliter #singapura nasional.kompas.com/read/202,menteri pertahanan ri prabowo subianto menerima penghargaan darjah utama bakti cemerlang (tentera) penghargaan militer tertinggi pemerintah singapura selasa (21/11/2023). < #prabowo #penghargaanmiliter #singapura nasional.kompas.com/read/202,menteri tahan ri prabowo subianto terima harga darjah utama bakti cemerlang tentera harga militer tinggi perintah singapura selasa 21 11 2023 prabowo penghargaanmiliter singapura nasional kompas com read 202,menteri tahan ri prabowo subianto terima harga darjah utama bakti cemerlang tentera harga militer tinggi perintah singapura selasa prabowo penghargaanmiliter singapura nasional kompas com read
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:50:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:50:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:50:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/17/2023,"Pingin tahu bantahan buzer Ganjar dan @PDI_Perjuangan terkait vidio ini. Pastilah mereka pura2 Almarhum atau menutupi dengan tereak2 pemilu curang. Ciri kelompok yg akan kalah memang selalu begini. 

#PrabowoGemoy 
#PrabowoGibran2024 
#prabowomenang",31,8,4,20,#prabowogibran2024,2023-11-17T23:39:00.000Z,midle indonesia,"pingin tahu bantahan buzer ganjar dan @pdi_perjuangan terkait vidio ini. pastilah mereka pura2 almarhum atau menutupi dengan tereak2 pemilu curang. ciri kelompok yg akan kalah memang selalu begini. 

#prabowogemoy 
#prabowogibran2024 
#prabowomenang",pingin bantahan buzer ganjar @pdi_perjuangan terkait vidio ini. pura2 almarhum menutupi tereak2 pemilu curang. ciri kelompok yg kalah begini. #prabowogemoy #prabowogibran2024 #prabowomenang,ingin bantahan buzer ganjar @pdi_perjuangan terkait video ini. pura-pura almarhum menutupi tereak2 pemilu curang. ciri kelompok yang kalah begini. #prabowogemoy #prabowogibran2024 #prabowomenang,ingin bantah buzer ganjar pdi juang kait video ini pura almarhum tutup tereak2 milu curang ciri kelompok yang kalah begini prabowogemoy prabowogibran2024 prabowomenang,ingin bantah buzer ganjar pdi juang kait video ini pura almarhum tutup tereak milu curang ciri kelompok yang kalah begini prabowogemoy prabowogibran prabowomenang
11/22/2023,"Sangat Banyak  Investasi Asing di IKN , Luar biasa !!  #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045 #IKNnusantara #IKN",1,0,4,0,#indonesiamaju,2023-11-22T02:53:00.000Z,DKI Jakarta,"sangat banyak  investasi asing di ikn , luar biasa !!  #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn","investasi asing ikn , !! #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn","investasi asing ikn , !! #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn",investasi asing ikn kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045 iknnusantara ikn,investasi asing ikn kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas iknnusantara ikn
11/22/2023,Dukungan terhadap Pembangunan IKN sangat Luar Biasa   #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045 #IKNnusantara #IKN,1,0,4,0,#indonesiamaju,2023-11-22T02:51:00.000Z,DKI Jakarta,dukungan terhadap pembangunan ikn sangat luar biasa   #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,dukungan pembangunan ikn #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,dukungan pembangunan ikn #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,dukung bangun ikn kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045 iknnusantara ikn,dukung bangun ikn kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas iknnusantara ikn
11/22/2023,Pembangunan IKN menjadi semakin maksimal untuk Indonesia Maju  #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045 #IKNnusantara #IKN,1,1,4,0,#indonesiamaju,2023-11-22T02:51:00.000Z,DKI Jakarta,pembangunan ikn menjadi semakin maksimal untuk indonesia maju  #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,pembangunan ikn maksimal indonesia maju #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,pembangunan ikn maksimal indonesia maju #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,bangun ikn maksimal indonesia maju kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045 iknnusantara ikn,bangun ikn maksimal indonesia maju kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas iknnusantara ikn
11/22/2023,Pembangunan IKN untuk Indonesia Maju dan Unggul   #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045 #IKNnusantara #IKN,1,1,4,0,#indonesiamaju,2023-11-22T02:51:00.000Z,DKI Jakarta,pembangunan ikn untuk indonesia maju dan unggul   #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,pembangunan ikn indonesia maju unggul #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,pembangunan ikn indonesia maju unggul #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045 #iknnusantara #ikn,bangun ikn indonesia maju unggul kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045 iknnusantara ikn,bangun ikn indonesia maju unggul kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas iknnusantara ikn
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:43:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/21/2023,Rapat barisan bersama Yes Ayahbowo Masgibran untuk Indonesia maju..#airlanggacenter #PrabowoGibranIstimewa #PrabowoGemoy #prabowogibran #PrabowoGibran2024 @prabowo @gibran_tweet @MediaPrabowo @Gerindra,4,0,1,4,#prabowogibran2024,2023-11-21T04:58:00.000Z,,rapat barisan bersama yes ayahbowo masgibran untuk indonesia maju..#airlanggacenter #prabowogibranistimewa #prabowogemoy #prabowogibran #prabowogibran2024 @prabowo @gibran_tweet @mediaprabowo @gerindra,rapat barisan yes ayahbowo masgibran indonesia maju..#airlanggacenter #prabowogibranistimewa #prabowogemoy #prabowogibran #prabowogibran2024 @prabowo @gibran_tweet @mediaprabowo @gerindra,rapat barisan ya ayahbowo masgibran indonesia maju..#airlanggacenter #prabowogibranistimewa #prabowogemoy #prabowogibran #prabowogibran2024 @prabowo @gibran_tweet @mediaprabowo @gerindra,rapat baris ya ayahbowo masgibran indonesia maju airlanggacenter prabowogibranistimewa prabowogemoy prabowogibran prabowogibran2024 prabowo gibran tweet mediaprabowo gerindra,rapat baris ya ayahbowo masgibran indonesia maju airlanggacenter prabowogibranistimewa prabowogemoy prabowogibran prabowogibran prabowo gibran tweet mediaprabowo gerindra
11/22/2023,Pemerintah Berusaha Keras untuk Stabilitas Pertumbuhan Ekonomi Indonesia lebih baik   #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045,4,0,4,2,#indonesiamaju,2023-11-22T02:47:00.000Z,DKI Jakarta,pemerintah berusaha keras untuk stabilitas pertumbuhan ekonomi indonesia lebih baik   #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,pemerintah berusaha keras stabilitas pertumbuhan ekonomi indonesia #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,pemerintah berusaha keras stabilitas pertumbuhan ekonomi indonesia #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,perintah usaha keras stabilitas tumbuh ekonomi indonesia kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045,perintah usaha keras stabilitas tumbuh ekonomi indonesia kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas
11/22/2023,Stabilitas Ekonomi Indonesia sangat membaik   #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045,1,1,4,0,#indonesiamaju,2023-11-22T02:47:00.000Z,DKI Jakarta,stabilitas ekonomi indonesia sangat membaik   #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,stabilitas ekonomi indonesia membaik #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,stabilitas ekonomi indonesia membaik #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,stabilitas ekonomi indonesia baik kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045,stabilitas ekonomi indonesia baik kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas
11/22/2023,"Indonesia pertumbuhan Ekonominya semakin membaik, Luar Biasa !!   #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045",1,1,4,0,#indonesiamaju,2023-11-22T02:47:00.000Z,DKI Jakarta,"indonesia pertumbuhan ekonominya semakin membaik, luar biasa !!   #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045","indonesia pertumbuhan ekonominya membaik, !! #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045","indonesia pertumbuhan ekonominya membaik, !! #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045",indonesia tumbuh ekonomi baik kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045,indonesia tumbuh ekonomi baik kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas
11/22/2023,Kepuasan Masyarakat Kinerja Pemerintah Sangatlah Tinggi    #KinerjaPemerintah #IndonesiaMaju #PembangunanInfrastruktur #IndonesiaEmas2045,1,1,4,0,#indonesiamaju,2023-11-22T02:47:00.000Z,DKI Jakarta,kepuasan masyarakat kinerja pemerintah sangatlah tinggi    #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,kepuasan masyarakat kinerja pemerintah #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,kepuasan masyarakat kinerja pemerintah #kinerjapemerintah #indonesiamaju #pembangunaninfrastruktur #indonesiaemas2045,puas masyarakat kerja perintah kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas2045,puas masyarakat kerja perintah kinerjapemerintah indonesiamaju pembangunaninfrastruktur indonesiaemas
11/22/2023,"Karepmu lah.. 
Pokok e #PrabowoGibran2024",2,1,1,0,#prabowogibran2024,2023-11-22T02:58:00.000Z,"Jakarta Selatan, DKI Jakarta","karepmu lah.. 
pokok e #prabowogibran2024",karepmu lah.. pokok e #prabowogibran2024,terserah kamu lah.. pokok e #prabowogibran2024,serah kamu lah pokok e prabowogibran2024,serah kamu lah pokok e prabowogibran
11/20/2023,*Luarbiasa ito Prof. Otto Hasibuan ketua Tim pemenangan #PrabowoGibran2024  dari Group Advokat Indonesia*  ??? @prabowo  @gibran_tweet  #PrabowoGibranMakinDiDepan ?? jgn baper yg laiin ok,126,22,7,59,#prabowogibran2024,2023-11-20T13:58:00.000Z,,*luarbiasa ito prof. otto hasibuan ketua tim pemenangan #prabowogibran2024  dari group advokat indonesia*  ??? @prabowo  @gibran_tweet  #prabowogibranmakindidepan ?? jgn baper yg laiin ok,*luarbiasa ito prof. otto hasibuan ketua tim pemenangan #prabowogibran2024 group advokat indonesia* ??? @prabowo @gibran_tweet #prabowogibranmakindidepan ?? jgn baper yg laiin ok,*luarbiasa ito prof. otto hasibuan ketua tim pemenangan #prabowogibran2024 group advokat indonesia* ??? @prabowo @gibran_tweet #prabowogibranmakindidepan ?? jangan baper yang laiin ok,luarbiasa ito prof otto hasibuan ketua tim menang prabowogibran2024 group advokat indonesia prabowo gibran tweet prabowogibranmakindidepan jangan baper yang laiin ok,luarbiasa ito prof otto hasibuan ketua tim menang prabowogibran group advokat indonesia prabowo gibran tweet prabowogibranmakindidepan jangan baper yang laiin ok
11/22/2023,"Pihak UGM menyatakan ijazah Jokowi adalah asli
#IndonesiaMaju",0,0,0,0,#indonesiamaju,2023-11-22T02:03:00.000Z,,"pihak ugm menyatakan ijazah jokowi adalah asli
#indonesiamaju",ugm ijazah jokowi asli #indonesiamaju,ugm ijazah jokowi asli #indonesiamaju,ugm ijazah jokowi asli indonesiamaju,ugm ijazah jokowi asli indonesiamaju
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:41:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:50:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/22/2023,Airlangga Hartarto Tugasi Jaro Ade Memenangkan Prabowo-Gibran dan Golkar di Kabupaten Bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #Prabowo-Gibran via @jpnncom,0,0,0,0,#prabowo,2023-11-22T04:41:00.000Z,,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran dan golkar di kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ade memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugasi jaro ada memenangkan prabowo-gibran golkar kabupaten bogor #airlanggacenter #prabowogibran jpnn.com/news/airlangga-tuga #prabowo-gibran via @jpnncom,airlangga hartarto tugas jaro ada menang prabowo-gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga-tuga prabowo-gibran via jpnncom,airlangga hartarto tugas jaro ada menang prabowo gibran golkar kabupaten bogor airlanggacenter prabowogibran jpnn com news airlangga tuga prabowo gibran via jpnncom
11/22/2023,"Konser Indonesia Maju di Alun-alun Klaten berlangsung meriah dengan dihadiri ribuan penonton,nyanyi bareng Denny Caknan itu dihadiri cawapres Gibran Rakabuming Raka.

#prabowosubianto #prabowofor2024 #prabowogibran #akukamukitaPS08milihnya 
#IndonesiaMaju",0,0,0,0,#indonesiamaju,2023-11-22T02:11:00.000Z,,"konser indonesia maju di alun-alun klaten berlangsung meriah dengan dihadiri ribuan penonton,nyanyi bareng denny caknan itu dihadiri cawapres gibran rakabuming raka.

#prabowosubianto #prabowofor2024 #prabowogibran #akukamukitaps08milihnya 
#indonesiamaju","konser indonesia maju alun-alun klaten meriah dihadiri ribuan penonton,nyanyi bareng denny caknan dihadiri cawapres gibran rakabuming raka. #prabowosubianto #prabowofor2024 #prabowogibran #akukamukitaps08milihnya #indonesiamaju","konser indonesia maju alun-alun klaten meriah dihadiri ribuan penonton,nyanyi bareng denny caknan dihadiri cawapres gibran rakabuming raka. #prabowosubianto #prabowofor2024 #prabowogibran #akukamukitaps08milihnya #indonesiamaju",konser indonesia maju alun klaten riah hadir ribu tonton nyanyi bareng denny caknan hadir cawapres gibran rakabuming raka prabowosubianto prabowofor2024 prabowogibran akukamukitaps08milihnya indonesiamaju,konser indonesia maju alun klaten riah hadir ribu tonton nyanyi bareng denny caknan hadir cawapres gibran rakabuming raka prabowosubianto prabowofor prabowogibran akukamukitaps milihnya indonesiamaju
11/21/2023,"""Saya merasa sangat dihormati dan dengan kesediaan Pak SBY untuk turun gunung. Saya kira ini suatu dorongan yang besar bagi kita semua. Presiden ke-6 mendukung dan berada di sebelah saya, dengan Presiden ke-7 juga mendukung berada di sebelah saya,"" ujar Prabowo. < #Prabowo",11,4,1,7,#prabowo,2023-11-21T04:24:00.000Z,Jakarta,"""saya merasa sangat dihormati dan dengan kesediaan pak sby untuk turun gunung. saya kira ini suatu dorongan yang besar bagi kita semua. presiden ke-6 mendukung dan berada di sebelah saya, dengan presiden ke-7 juga mendukung berada di sebelah saya,"" ujar prabowo. < #prabowo","""saya dihormati kesediaan sby turun gunung. dorongan semua. presiden ke-6 mendukung sebelah saya, presiden ke-7 mendukung sebelah saya,"" prabowo. < #prabowo","""saya dihormati kesediaan sby turun gunung. dorongan semua. presiden ke-6 mendukung sebelah saya, presiden ke-7 mendukung sebelah saya,"" prabowo. < #prabowo",saya hormat sedia sby turun gunung dorong semua presiden ke-6 dukung belah saya presiden ke-7 dukung belah saya prabowo prabowo,saya hormat sedia sby turun gunung dorong semua presiden ke dukung belah saya presiden ke dukung belah saya prabowo prabowo
